Produto;PreÁo;Link;Data;Fabricante;Modelo
Placa De VÌdeo Galax Nvidia GeForce, GTX 1660TI, 1-Click OC 6GB, GDDR- 60IRL7DSY91C;R$ 1.622,05;https://www.kabum.com.br/produto/239246/placa-de-video-galax-nvidia-geforce-gtx-1660TI-1-click-oc-6gb-gddr-60irl7dsy91c;05/12/2022 05:58;Galax;GTX 1660 TI
Placa De VÌdeo Pny Nvidia Quadro T400 2gb Gddr6 64bit Vcnt400-pb;R$ 859,90;https://www.kabum.com.br/produto/253246/placa-de-video-pny-nvidia-quadro-t400-2gb-gddr6-64bit-vcnt400-pb;05/12/2022 05:58;Pny;T400 
Placa De VÌdeo Afox Geforce Gt1030, 2gb, Ddr5, 64 Bits, Low Profile, Hdmi/dvi - Af1030-2048d5l5-v2;R$ 719,00;https://www.kabum.com.br/produto/171303/placa-de-video-afox-geforce-gt1030-2gb-ddr5-64-bits-low-profile-hdmi-dvi-af1030-2048d5l5-v2;05/12/2022 05:58;Afox;Gt1030 
Placa De VÌdeo Galax Nvidia, Geforce RTX 3080 TI, SG 1 Click OC 12GB, GDDR6X - 38iom5md99dd;R$ 10.033,09;https://www.kabum.com.br/produto/172558/placa-de-video-galax-nvidia-geforce-rtx-3080-TI-sg-1-click-oc-12gb-gddr6x-38iom5md99dd;05/12/2022 05:58;Galax;RTX 3080 TI
Placa De VÌdeo Nvidia Geforce Gtx 1050,Afox TI 4GB, GDDr5 - Af1050TI-4096d5h5;R$ 1.439,10;https://www.kabum.com.br/produto/377760/placa-de-video-nvidia-geforce-gtx-1050-afox-TI-4gb-gddr5-af1050TI-4096d5h5;05/12/2022 05:58;Nvidia;Gtx 1050 TI
Placa de VÌdeo RTX 3060 Mini Colorful Igame Geforce 192bi;R$ 2.533,52;https://www.kabum.com.br/produto/358354/placa-de-video-rtx-3060-mini-colorful-igame-geforce-192bi;05/12/2022 05:58;Colorful;RTX 3060 
Placa De VÌdeo MSI Geforce GTX 1650 D6 Ventus XS OCV1, 4GB, GDDR6, 128BIT, 912-V809-4057;R$ 1.190,70;https://www.kabum.com.br/produto/366916/placa-de-video-msi-geforce-gtx-1650-d6-ventus-xs-ocv1-4gb-gddr6-128bit-912-v809-4057;05/12/2022 05:58;MSI;GTX 1650 
Placa de VÌdeo Colorful NVIDIA GeForce GT 730K, 4GB GDDR3 - V2-V;R$ 483,12;https://www.kabum.com.br/produto/391145/placa-de-video-colorful-nvidia-geforce-gt-730k-4gb-gddr3-v2-v;05/12/2022 05:58;Colorful;GT 730 
Placa de VÌdeo RTX 3060 Eagle 12G Gigabyte NVIDIA GeForce, rev. 2.0, RGB, 12GB GDDR6, LHR, DLSS, Ray Tracing - GV-N3060EAGLE-12GD;R$ 3.099,99;https://www.kabum.com.br/produto/347104/placa-de-video-rtx-3060-eagle-12g-gigabyte-nvidia-geforce-rev-2-0-rgb-12gb-gddr6-lhr-dlss-ray-tracing-gv-n3060eagle-12gd;05/12/2022 05:58;Gigabyte;RTX 3060 
Placa de VÌdeo RTX 3060 Gainward Ghost GeForce, 12GB GDDR6, DLSS, Ray Tracing - NE63060019K9-190AU;R$ 2.559,99;https://www.kabum.com.br/produto/150976/placa-de-video-rtx-3060-gainward-ghost-geforce-12gb-gddr6-dlss-ray-tracing-ne63060019k9-190au;05/12/2022 05:58;Gainward;RTX 3060 
Placa De VÌdeo Palit Geforce RTX 3070 Gamerock, 8GB, GDDR6;R$ 16.339,00;https://www.kabum.com.br/produto/240617/placa-de-video-palit-geforce-rtx-3070-gamerock-8gb-gddr6;05/12/2022 05:58;Palit;RTX 3070 
Placa De Video Gainward 12gb Rtx 3080 TI, Phoenix G6x 384bits;R$ 20.382,99;https://www.kabum.com.br/produto/190083/placa-de-video-gainward-12gb-rtx-3080-TI-phoenix-g6x-384bits;05/12/2022 05:58;Gainward;Rtx 3080 TI
Placa De VÌdeo Pny Nvidia Quadro Rtx A4000 - 16gb, 256bits;R$ 13.721,90;https://www.kabum.com.br/produto/381206/placa-de-video-pny-nvidia-quadro-rtx-a4000-16gb-256bits;05/12/2022 05:58;Pny;Rtx A4000 
Placa De VÌdeo Galax Nvidia Geforce Gtx 1050 TI, 4GB, GDDR5, 1Click Oc Dual, 128bit - 50iqh8dsq3cc;R$ 1.399,00;https://www.kabum.com.br/produto/237941/placa-de-video-galax-nvidia-geforce-gtx-1050-TI-4gb-gddr5-1click-oc-dual-128bit-50iqh8dsq3cc;05/12/2022 05:58;Galax;Gtx 1050 TI
Placa De Video Palit Geforce Rtx 3080TI Gamerock 12GB, Gddr6x 384bits HDMI, Ned308t019kb-1020g;R$ 11.571,90;https://www.kabum.com.br/produto/322897/placa-de-video-palit-geforce-rtx-3080TI-gamerock-12gb-gddr6x-384bits-hdmi-ned308t019kb-1020g;05/12/2022 05:58;Palit;Rtx 3080 TI
Geforce Rtx 3080 12GB Gddr6x 384bits - 1 Click O.c - Galax Sg 38nom5md99ss - Selo Lhr;R$ 6.799,00;https://www.kabum.com.br/produto/323989/geforce-rtx-3080-12gb-gddr6x-384bits-1-click-o-c-galax-sg-38nom5md99ss-selo-lhr;05/12/2022 05:58;Galax;Rtx 3080 
Placa de VÌdeo Galax NVIDIA GeForce RTX 2060 6GB, GDDR6 - 26NRL7HPX7OC;R$ 2.129,80;https://www.kabum.com.br/produto/117325/placa-de-video-galax-nvidia-geforce-rtx-2060-6gb-gddr6-26nrl7hpx7oc;05/12/2022 05:58;Galax;RTX 2060 
Placa De Video Asus Geforce Gtx1660 Super 6gb Gddr6 Tuf-gtx1660s-o6g-gaming;R$ 1.558,61;https://www.kabum.com.br/produto/197624/placa-de-video-asus-geforce-gtx1660-super-6gb-gddr6-tuf-gtx1660s-o6g-gaming;05/12/2022 05:58;Asus;Gtx1660 Super
Placa De VÌdeo Afox Nvidia Geforce GT610, 2GB, DDR3 - Af610-2048d3l5;R$ 320,63;https://www.kabum.com.br/produto/199333/placa-de-video-afox-nvidia-geforce-gt610-2gb-ddr3-af610-2048d3l5;05/12/2022 05:58;Afox;GT610 
Placa de VÌdeo Afox Geforce GT420, 2GB, DDR3 - AF420-2048D3L2;R$ 416,90;https://www.kabum.com.br/produto/150954/placa-de-video-afox-geforce-gt420-2gb-ddr3-af420-2048d3l2;05/12/2022 05:58;Afox; 
Placa De Video, Colorful, G-C1030 2GB, DDR4, V5-VPLAC HDMI/VGA;R$ 665,91;https://www.kabum.com.br/produto/366477/placa-de-video-colorful-g-c1030-2gb-ddr4-v5-vplac-hdmi-vga;05/12/2022 05:58;Colorful; 
Placa De VÌdeo Palit NVIDIA RTX 3080 Gamerock, 10GB GDDR6X, LHR, ARGB, 320 Bits - NED3080U19IA-1020G V1;R$ 8.000,88;https://www.kabum.com.br/produto/366601/placa-de-video-palit-nvidia-rtx-3080-gamerock-10gb-gddr6x-lhr-argb-320-bits-ned3080u19ia-1020g-v1;05/12/2022 05:58;Palit;RTX 3080 
Placa de Video RTX 3060 Ghost Gainward Geforce, 190au, 12GB GDDR6, 192 Bits, Dual Fan, Ne63060019k9.;R$ 3.058,98;https://www.kabum.com.br/produto/185626/placa-de-video-rtx-3060-ghost-gainward-geforce-190au-12gb-gddr6-192-bits-dual-fan-ne63060019k9-;05/12/2022 05:58;Gainward;RTX 3060 
Placa de VÌdeo AFOX GT 610 NVidia, 2GB, DDR3, HDMI, DVI, VGA, PCI-E X16 Low Profile- AF610-2048D3L5;R$ 299,99;https://www.kabum.com.br/produto/148122/placa-de-video-afox-gt-610-nvidia-2gb-ddr3-hdmi-dvi-vga-pci-e-x16-low-profile-af610-2048d3l5;05/12/2022 05:58;AFOX;GT 610 
Placa De Video Afox Geforce GT610, 1GB DDR3, 64bit, Lp Single Fan, Dvi Hdmi Vga;R$ 216,49;https://www.kabum.com.br/produto/163821/placa-de-video-afox-geforce-gt610-1gb-ddr3-64bit-lp-single-fan-dvi-hdmi-vga;05/12/2022 05:58;Afox;GT610 
Placa De VÌdeo Afox Geforce Gt730, 4gb, Ddr3, 128 Bits, Lphdmidvi-vga, Af730-4096d3l6;R$ 498,38;https://www.kabum.com.br/produto/232208/placa-de-video-afox-geforce-gt730-4gb-ddr3-128-bits-lphdmidvi-vga-af730-4096d3l6;05/12/2022 05:58;Afox;Gt730 
Placa De VÌdeo Gigabyte GTX 1660 TI, 6GB, GDDR6 D6 - GV-N166TD6-6GD;R$ 1.695,63;https://www.kabum.com.br/produto/346629/placa-de-video-gigabyte-gtx-1660-TI-6gb-gddr6-d6-gv-n166td6-6gd;05/12/2022 05:58;Gigabyte;GTX 1660 TI
Placa de VÌdeo Afox GeForce GT730 4GB, DDR3, 128 Bits, Low Profile, HDMI/DVI/VGA - AF730-4096D3L5;R$ 556,07;https://www.kabum.com.br/produto/117354/placa-de-video-afox-geforce-gt730-4gb-ddr3-128-bits-low-profile-hdmi-dvi-vga-af730-4096d3l5;05/12/2022 05:58;Afox;GT730 
Placa De Video Gt 730 2Gb Asus Gddr5 64-bit, Dvi-d VGA, HDMI;R$ 522,50;https://www.kabum.com.br/produto/328186/placa-de-video-gt-730-2gb-asus-gddr5-64-bit-dvi-d-vga-hdmi;05/12/2022 05:58;Asus;Gt 730 
Placa de VÌdeo Gainward GeForce GTX 1050 TI 4GB GDDR5 128 BIT - NE5105T018G1-1070F;R$ 1.663,77;https://www.kabum.com.br/produto/117433/placa-de-video-gainward-geforce-gtx-1050-TI-4gb-gddr5-128-bit-ne5105t018g1-1070f;05/12/2022 05:58;Gainward;GTX 1050 TI
Placa de Video, 2GB, GT1030, GDDR5, Low Profile Gigabyte, GV-N1030D5-2GL;R$ 1.157,20;https://www.kabum.com.br/produto/117374/placa-de-video-2gb-gt1030-gddr5-low-profile-gigabyte-gv-n1030d5-2gl;05/12/2022 05:58;Gigabyte;GT1030 
Placa de VÌdeo RTX 4080 Trinity OC ZOTAC GeForce, 16 GB GDDR6X, DLSS, Ray Tracing - ZT-D40810J-10P;R$ 10.899,99;https://www.kabum.com.br/produto/397585/placa-de-video-rtx-4080-trinity-oc-zotac-geforce-16-gb-gddr6x-dlss-ray-tracing-zt-d40810j-10p;05/12/2022 05:58;ZOTAC;RTX 4080 
Placa de VÌdeo Afox Geforce GT210 1GB DDR3 64 Bits;R$ 261,79;https://www.kabum.com.br/produto/117348/placa-de-video-afox-geforce-gt210-1gb-ddr3-64-bits;05/12/2022 05:58;Afox;GT210 
Placa De Video Msi Nv Gtx1660 6gb Super Ventus Xs Oc Gddr6 192bit 912-v375-644;R$ 1.912,89;https://www.kabum.com.br/produto/373959/placa-de-video-msi-nv-gtx1660-6gb-super-ventus-xs-oc-gddr6-192bit-912-v375-644;05/12/2022 05:58;Msi;Gtx1660 Super
Placa De VÌdeo Palit NVIDIA GeForce RTX 3050 Dual, 8GB GDDR6, LHR, Dlss, Ray Tracing - NE63050019P1;R$ 2.799,99;https://www.kabum.com.br/produto/347012/placa-de-video-palit-nvidia-geforce-rtx-3050-dual-8gb-gddr6-lhr-dlss-ray-tracing-ne63050019p1;05/12/2022 05:58;Palit;RTX 3050 
Placa De VÌdeo Pny Nvidia, Quadro T1000, 8GB, GDDR6 - Vcnt10008GB-Pb;R$ 3.170,16;https://www.kabum.com.br/produto/398888/placa-de-video-pny-nvidia-quadro-t1000-8gb-gddr6-vcnt10008gb-pb;05/12/2022 05:58;Pny;T1000 
Placa De VÌdeo, Nvidia Geforce Gtx550TI, Ddr5 1GB, HDMI, Vga, Pci Express 2.0 Knup - Kp-gtx550TI;R$ 429,80;https://www.kabum.com.br/produto/400949/placa-de-video-nvidia-geforce-gtx550TI-ddr5-1gb-hdmi-vga-pci-express-2-0-knup-kp-gtx550TI;05/12/2022 05:58;Nvidia; TI
Placa De VÌdeo, Asus, Phoenix Geforce RTX3050, 90YV0HH2M000I;R$ 2.764,90;https://www.kabum.com.br/produto/348297/placa-de-video-asus-phoenix-geforce-rtx3050-90yv0hh2m000i;05/12/2022 05:58;Asus;RTX3050 
Placa de VÌdeo Galax NVIDIA GeForce RTX 3070, 1-Click OC, RAM 8 GB, LHR - 37nsl6md2kch;R$ 3.814,43;https://www.kabum.com.br/produto/256200/placa-de-video-galax-nvidia-geforce-rtx-3070-1-click-oc-ram-8-gb-lhr-37nsl6md2kch;05/12/2022 05:58;Galax;RTX 3070 
Placa De Video Gtx 750TI Afox 4GB - Gddr5;R$ 1.198,31;https://www.kabum.com.br/produto/297519/placa-de-video-gtx-750TI-afox-4gb-gddr5;05/12/2022 05:58;Afox;Gtx 750 TI
Placa De Video Galax, Geforce Rtx, 3090 Gf (1-click Oc) 24gb, Gddr 6x 384, Bits Dp 3 Hdmi - 39nsm5md1g;R$ 14.108,89;https://www.kabum.com.br/produto/192121/placa-de-video-galax-geforce-rtx-3090-gf-1-click-oc-24gb-gddr-6x-384-bits-dp-3-hdmi-39nsm5md1g;05/12/2022 05:58;Galax; 
Placa De VÌdeo Afox NVIDIA GeForce GT 420, 4GB GDDR3 - AF420-4096D3L5;R$ 636,29;https://www.kabum.com.br/produto/377692/placa-de-video-afox-nvidia-geforce-gt-420-4gb-gddr3-af420-4096d3l5;05/12/2022 05:58;Afox; 
Placa De Video Duex 3gb Gtx 1060 Gddr5 192bitz Dx-gtx1060-3gd5;R$ 1.889,00;https://www.kabum.com.br/produto/314248/placa-de-video-duex-3gb-gtx-1060-gddr5-192bitz-dx-gtx1060-3gd5;05/12/2022 05:58;Duex;Gtx 1060 
Placa De Video Pny NVIDIA Quadro T1000, 8GB GDDR6, 128 BITS, 4X MDP - VCNT10008GB-PB;R$ 4.089,11;https://www.kabum.com.br/produto/347014/placa-de-video-pny-nvidia-quadro-t1000-8gb-gddr6-128-bits-4x-mdp-vcnt10008gb-pb;05/12/2022 05:58;Pny;T1000 
Placa De Video Gt210 1GB DDR3 64bit Vga/hdmi/dvi Low Profile - Af210-1024d3l5 Afox;R$ 209,90;https://www.kabum.com.br/produto/178367/placa-de-video-gt210-1gb-ddr3-64bit-vga-hdmi-dvi-low-profile-af210-1024d3l5-afox;05/12/2022 05:58;Afox;Gt210 
Placa De VÌdeo Gigabyte Nvidia Geforce Rtx 3050 Eagle 8gb Gddr6 Dlss Ray Tracing Gv-n3050eagle-8gd;R$ 2.570,47;https://www.kabum.com.br/produto/365623/placa-de-video-gigabyte-nvidia-geforce-rtx-3050-eagle-8gb-gddr6-dlss-ray-tracing-gv-n3050eagle-8gd;05/12/2022 05:58;Gigabyte;Rtx 3050 
Placa De Video Gef Rtx 2060 Gddr6 6GB, 192 Dual Fan-full Size;R$ 2.211,35;https://www.kabum.com.br/produto/332863/placa-de-video-gef-rtx-2060-gddr6-6gb-192-dual-fan-full-size;05/12/2022 05:58;;Rtx 2060 
Placa de VÌdeo 2GB Galax Geforce GT 1030 DDR5 64 Bits - 30NPH4HVQ4ST;R$ 779,00;https://www.kabum.com.br/produto/117379/placa-de-video-2gb-galax-geforce-gt-1030-ddr5-64-bits-30nph4hvq4st;05/12/2022 05:58;Galax;GT 1030 
Placa De VÌdeo GT 1030, Asus, OC, 2GB, GDDR5 - GT1030-SL-2G-BRK;R$ 849,00;https://www.kabum.com.br/produto/231900/placa-de-video-gt-1030-asus-oc-2gb-gddr5-gt1030-sl-2g-brk;05/12/2022 05:58;Asus;GT 1030 
Placa de VÌdeo RTX 2060 Plus 1-click Oc Galax, 12GB 192 Bit Gddr6 26NRL7HP68PC;R$ 2.457,90;https://www.kabum.com.br/produto/306143/placa-de-video-rtx-2060-plus-1-click-oc-galax-12gb-192-bit-gddr6-26nrl7hp68pc;05/12/2022 05:58;Galax;RTX 2060 
Placa de Video PNY NVIDIA Geforce RTX 4080 XLR8 Gaming Verto EdiTIon, 16 GB GDDR6X, RGB, DLSS, Ray Tracing - VCG408016TFXXPB1;R$ 10.899,99;https://www.kabum.com.br/produto/388796/placa-de-video-pny-nvidia-geforce-rtx-4080-xlr8-gaming-verto-ediTIon-16-gb-gddr6x-rgb-dlss-ray-tracing-vcg408016tfxxpb1;05/12/2022 05:58;PNY;RTX 4080 TI
Placa De VÌdeo, Gainward, Geforce RTX 3080 Phantom, 10GB;R$ 6.259,00;https://www.kabum.com.br/produto/328532/placa-de-video-gainward-geforce-rtx-3080-phantom-10gb;05/12/2022 05:58;Gainward;RTX 3080 
Placa De VÌdeo, Nvidia Galax Geforce, Gtx 1630 4GB, DDR6, 64 Bits;R$ 970,51;https://www.kabum.com.br/produto/397100/placa-de-video-nvidia-galax-geforce-gtx-1630-4gb-ddr6-64-bits;05/12/2022 05:58;Nvidia;Gtx 1630 
Placa De VÌdeo Afox Nvidia, Geforce GT 240 1GB, DDR3, 128 Bits - AF240-1024D3L2-V2;R$ 196,11;https://www.kabum.com.br/produto/399646/placa-de-video-afox-nvidia-geforce-gt-240-1gb-ddr3-128-bits-af240-1024d3l2-v2;05/12/2022 05:58;Afox;GT 240 
Placa De Video, Rtx 2060, Ghost Gainward, 12GB;R$ 4.641,44;https://www.kabum.com.br/produto/305762/placa-de-video-rtx-2060-ghost-gainward-12gb;05/12/2022 05:58;Gainward;Rtx 2060 
Placa De VÌdeo Afox Geforce Gt610 2GB, Ddr3, 64 Bits, Low Profile, Hdmi/dvi/vga - Af610-2048d3l7-v6;R$ 253,05;https://www.kabum.com.br/produto/400570/placa-de-video-afox-geforce-gt610-2gb-ddr3-64-bits-low-profile-hdmi-dvi-vga-af610-2048d3l7-v6;05/12/2022 05:58;Afox;Gt610 
Placa De VÌdeo Afox Geforce Gt730 4GB, Ddr3, 128 Bits, Low Profile, Hdmi/dvi/vga - Af730-4096d3l6;R$ 479,57;https://www.kabum.com.br/produto/400571/placa-de-video-afox-geforce-gt730-4gb-ddr3-128-bits-low-profile-hdmi-dvi-vga-af730-4096d3l6;05/12/2022 05:58;Afox;Gt730 
Gt 1030 2GB 64bits Pcwinmax Gt1030-2gd4 DDR4;R$ 608,01;https://www.kabum.com.br/produto/400774/gt-1030-2gb-64bits-pcwinmax-gt1030-2gd4-ddr4;05/12/2022 05:58;Pcwinmax;Gt 1030 
Placa De Video NVIDIA GTX 1050 TI, 4GB GDDR5, 128 Bits, Dual GraffiTI;R$ 1.311,18;https://www.kabum.com.br/produto/371522/placa-de-video-nvidia-gtx-1050-TI-4gb-gddr5-128-bits-dual-graffiTI;05/12/2022 05:58;NVIDIA;GTX 1050 TI
Placa De VÌdeo GTX 1050 TI, Galax, 4GB, OC, GDDR5 - 50iqh8dsq3dd;R$ 2.049,00;https://www.kabum.com.br/produto/232367/placa-de-video-gtx-1050-TI-galax-4gb-oc-gddr5-50iqh8dsq3dd;05/12/2022 05:58;Galax;GTX 1050 TI
Placa de VÌdeo PNY Nvidia Quadro T1000, 4GB GDDR6, 128bit - VCNT1000-PORPB;R$ 5.129,10;https://www.kabum.com.br/produto/316137/placa-de-video-pny-nvidia-quadro-t1000-4gb-gddr6-128bit-vcnt1000-porpb;05/12/2022 05:58;PNY;T1000 
Placa De VÌdeo Asus NVIDIA GeForce GTX 1650 OC Phoenix, 4GB GDDR6 - PH-GTX1650-4GB6;R$ 1.735,05;https://www.kabum.com.br/produto/377451/placa-de-video-asus-nvidia-geforce-gtx-1650-oc-phoenix-4gb-gddr6-ph-gtx1650-4gb6;05/12/2022 05:58;Asus;GTX 1650 
Placa de VÌdeo PCYes NVIDIA GeForce G210, 1GB DDR3, HDMI/VGA/DVI - PAKG2101GBDR3SF;R$ 204,26;https://www.kabum.com.br/produto/385647/placa-de-video-pcyes-nvidia-geforce-g210-1gb-ddr3-hdmi-vga-dvi-pakg2101gbdr3sf;05/12/2022 05:58;PCYes;G210 
Placa de VÌdeo AFOX GeForce GT 730, 2GB, DDR3, 128 Bits, Low Profile, HDMI/DVI/VGA - AF730-2048D3L6;R$ 473,00;https://www.kabum.com.br/produto/135372/placa-de-video-afox-geforce-gt-730-2gb-ddr3-128-bits-low-profile-hdmi-dvi-vga-af730-2048d3l6;05/12/2022 05:58;AFOX;GT 730 
Placa De VÌdeo Galax GTX 1050 TI 1-click Oc 4GB DDR5 128 Bit;R$ 1.992,60;https://www.kabum.com.br/produto/238265/placa-de-video-galax-gtx-1050-TI-1-click-oc-4gb-ddr5-128-bit;05/12/2022 05:58;Galax;GTX 1050 TI
Placa De VÌdeo Galax Gt 1030, 2GB DDR4, 64bit, Dvi-d/hdmi;R$ 1.159,90;https://www.kabum.com.br/produto/252623/placa-de-video-galax-gt-1030-2gb-ddr4-64bit-dvi-d-hdmi;05/12/2022 05:58;Galax;Gt 1030 
Placa De VÌdeo, Afox, Nvidia Geforce, Gt210, 1gb, Ddr3, Af210-1024d3l8;R$ 209,90;https://www.kabum.com.br/produto/199334/placa-de-video-afox-nvidia-geforce-gt210-1gb-ddr3-af210-1024d3l8;05/12/2022 05:58;Afox;Gt210 
Placa De Video Pcyes Nvidia, Gef Rtx 2060 GDDR6, 6GB, 192 - Dual Fan;R$ 2.263,94;https://www.kabum.com.br/produto/388758/placa-de-video-pcyes-nvidia-gef-rtx-2060-gddr6-6gb-192-dual-fan;05/12/2022 05:58;Pcyes;Rtx 2060 
Placa De VÌdeo Galax Geforce GTX 1660 Super, 6GB, GDDR6, 192bit-60SRL7DSY91S;R$ 1.695,76;https://www.kabum.com.br/produto/171588/placa-de-video-galax-geforce-gtx-1660-super-6gb-gddr6-192bit-60srl7dsy91s;05/12/2022 05:58;Galax;GTX 1660 Super
Placa De Video, Gtx 750, Ddr5, 4gb, 128bits, Af750-4096d5l4 Afox;R$ 1.038,42;https://www.kabum.com.br/produto/172420/placa-de-video-gtx-750-ddr5-4gb-128bits-af750-4096d5l4-afox;05/12/2022 05:58;Afox;Gtx 750 
Placa De VÌdeo Nvidia Geforce GT-210 1GB HDMI 64bits DDR3;R$ 311,88;https://www.kabum.com.br/produto/283884/placa-de-video-nvidia-geforce-gt-210-1gb-hdmi-64bits-ddr3;05/12/2022 05:58;Nvidia; 
Placa De Video Galax Geforce Gt 210, 1GB, DDR3, 64 Bits - 21ggf4hi00np;R$ 192,78;https://www.kabum.com.br/produto/191932/placa-de-video-galax-geforce-gt-210-1gb-ddr3-64-bits-21ggf4hi00np;05/12/2022 05:58;Galax;Gt 210 
NVIDIA QUADRO NVS 315 1GB DDR3 48 GPU CORES - E1U66AA;R$ 198,40;https://www.kabum.com.br/produto/142488/nvidia-quadro-nvs-315-1gb-ddr3-48-gpu-cores-e1u66aa;05/12/2022 05:58;NVIDIA; 
Placa De VÌdeo Pny Nvidia Quadro T600, 4gb Gddr6, 128 Bits - Vcnt600-pb;R$ 2.074,68;https://www.kabum.com.br/produto/355233/placa-de-video-pny-nvidia-quadro-t600-4gb-gddr6-128-bits-vcnt600-pb;05/12/2022 05:58;Pny;T600 
Placa De VÌdeo Gigabyte Radeon Rx 6500 Xt Eagle, 4GB, Gddr6, Fsr, Ray Tracing - Gv-r65xteagle-4gd;R$ 2.252,90;https://www.kabum.com.br/produto/355990/placa-de-video-gigabyte-radeon-rx-6500-xt-eagle-4gb-gddr6-fsr-ray-tracing-gv-r65xteagle-4gd;05/12/2022 05:58;Gigabyte; 
Placa De VÌdeo Gainward Geforce Gt 1030 2GB, DDR4 64 Bit Low Profile Nec - 103000646-1082f D;R$ 712,98;https://www.kabum.com.br/produto/190388/placa-de-video-gainward-geforce-gt-1030-2gb-ddr4-64-bit-low-profile-nec-103000646-1082f-d;05/12/2022 05:58;Gainward;Gt 1030 
Placa De Video Galax Geforce Rtx 3090, TI Ex Gamer 24GB - Gddr6x - 384 Bits - 39ixm5md6hex.;R$ 20.990,00;https://www.kabum.com.br/produto/359038/placa-de-video-galax-geforce-rtx-3090-TI-ex-gamer-24gb-gddr6x-384-bits-39ixm5md6hex-;05/12/2022 05:58;Galax;Rtx 3090 TI
Placa De VÌdeo Zotac Nvidia Geforce Rtx 3070 TI Trinity Oc, 8gb, Gddr6x, 256 Bits, Rgb, Icestorm 2.0, Hdmi E Displayport - Zt-a30710j-10p;R$ 5.628,85;https://www.kabum.com.br/produto/363993/placa-de-video-zotac-nvidia-geforce-rtx-3070-TI-trinity-oc-8gb-gddr6x-256-bits-rgb-icestorm-2-0-hdmi-e-displayport-zt-a30710j-10p;05/12/2022 05:58;Zotac;Rtx 3070 TI
Geforce Rtx 3050 8Gb, Gddr6 128bits - Ghost Series - Gainward Ne63050019p1-190ab - Selo Lhr;R$ 2.355,90;https://www.kabum.com.br/produto/310834/geforce-rtx-3050-8gb-gddr6-128bits-ghost-series-gainward-ne63050019p1-190ab-selo-lhr;05/12/2022 05:58;Gainward;Rtx 3050 
Placa De Video Afox Geforce Gt740 4Gb Gddr5 128 Bits, HDMI, DVI, VGA - Af740-4096d5h2-v2;R$ 774,81;https://www.kabum.com.br/produto/268264/placa-de-video-afox-geforce-gt740-4gb-gddr5-128-bits-hdmi-dvi-vga-af740-4096d5h2-v2;05/12/2022 05:58;Afox;Gt740 
Placa De VÌdeo PCYes NVIDIA GeForce GTX 1050 TI, 4GB GDDR5, 128 Bits Dual-Fan - PA1050TIGTX4DR5;R$ 1.908,42;https://www.kabum.com.br/produto/267711/placa-de-video-pcyes-nvidia-geforce-gtx-1050-TI-4gb-gddr5-128-bits-dual-fan-pa1050TIgtx4dr5;05/12/2022 05:58;PCYes;GTX 1050 TI
Placa De VÌdeo Afox, Geforce GT 420, 4GB, DDR3 - AF420-4096D3L2;R$ 449,99;https://www.kabum.com.br/produto/220494/placa-de-video-afox-geforce-gt-420-4gb-ddr3-af420-4096d3l2;05/12/2022 05:58;Afox; 
Placa De VÌdeo, GTX 1650, Asus, Tuf, 4 GB, GDDR6, 2 Fans;R$ 2.187,90;https://www.kabum.com.br/produto/220016/placa-de-video-gtx-1650-asus-tuf-4-gb-gddr6-2-fans;05/12/2022 05:58;Asus;GTX 1650 
Placa de VÌdeo Galax NVIDIA GeForce GTX 1660 1-Click OC, 6GB, GDDR5 - 60SRH7DSY91C;R$ 1.579,00;https://www.kabum.com.br/produto/195166/placa-de-video-galax-nvidia-geforce-gtx-1660-1-click-oc-6gb-gddr5-60srh7dsy91c;05/12/2022 05:58;Galax;GTX 1660 
Placa De Video Afox 4GB, Gt 730, DDR3 128bitz - Af730-4096d3l4;R$ 649,90;https://www.kabum.com.br/produto/244586/placa-de-video-afox-4gb-gt-730-ddr3-128bitz-af730-4096d3l4;05/12/2022 05:58;Afox;Gt 730 
Placa De VÌdeo Geforce Afox Gt 730 4gb Ddr3 Hdmi Dvi Vga 128 Bits At√© 2 Monitores Low Profile - Af730-4096d3l2;R$ 521,10;https://www.kabum.com.br/produto/244663/placa-de-video-geforce-afox-gt-730-4gb-ddr3-hdmi-dvi-vga-128-bits-ate-2-monitores-low-profile-af730-4096d3l2;05/12/2022 05:58;Afox;Gt 730 
Placa De Video Gt730 2GB, DDR3 128bit VGA/HDMI/DVI - Kp-gt730/ab;R$ 466,88;https://www.kabum.com.br/produto/221010/placa-de-video-gt730-2gb-ddr3-128bit-vga-hdmi-dvi-kp-gt730-ab;05/12/2022 05:58;;Gt730 
Placa De VÌdeo Palit, Geforce GTX 1650 GP OC, 4GB, 128Bit, GDDR6 - NE61650S1BG1-1175A;R$ 1.528,16;https://www.kabum.com.br/produto/248322/placa-de-video-palit-geforce-gtx-1650-gp-oc-4gb-128bit-gddr6-ne61650s1bg1-1175a;05/12/2022 05:58;Palit;GTX 1650 
Placa De VÌdeo Galax Geforce RTX 3080 Hof Lhr, 10GB, GDDR6X Dlss, Ray Tracing - 38NWM3MD3BJJ.;R$ 9.751,05;https://www.kabum.com.br/produto/252987/placa-de-video-galax-geforce-rtx-3080-hof-lhr-10gb-gddr6x-dlss-ray-tracing-38nwm3md3bjj-;05/12/2022 05:58;Galax;RTX 3080 
